psgc_code,correspondence_code,name,level,region,province,city_municipality
1001301001,101301001,Balintad,Bgy,Region X (Northern Mindanao),Bukidnon,Baungon
1001301002,101301002,Buenavista,Bgy,Region X (Northern Mindanao),Bukidnon,Baungon
1001301003,101301003,Danatag,Bgy,Region X (Northern Mindanao),Bukidnon,Baungon
1001301004,101301004,Kalilangan,Bgy,Region X (Northern Mindanao),Bukidnon,Baungon
1001301005,101301005,Lacolac,Bgy,Region X (Northern Mindanao),Bukidnon,Baungon
1001301006,101301006,Langaon,Bgy,Region X (Northern Mindanao),Bukidnon,Baungon
1001301007,101301007,Liboran,Bgy,Region X (Northern Mindanao),Bukidnon,Baungon
1001301008,101301008,Lingating,Bgy,Region X (Northern Mindanao),Bukidnon,Baungon
1001301009,101301009,Mabuhay,Bgy,Region X (Northern Mindanao),Bukidnon,Baungon
1001301010,101301010,Mabunga,Bgy,Region X (Northern Mindanao),Bukidnon,Baungon
1001301011,101301011,Nicdao,Bgy,Region X (Northern Mindanao),Bukidnon,Baungon
1001301012,101301012,Imbatug,Bgy,Region X (Northern Mindanao),Bukidnon,Baungon
1001301013,101301013,Pualas,Bgy,Region X (Northern Mindanao),Bukidnon,Baungon
1001301014,101301014,Salimbalan,Bgy,Region X (Northern Mindanao),Bukidnon,Baungon
1001301015,101301015,San Vicente,Bgy,Region X (Northern Mindanao),Bukidnon,Baungon
1001301016,101301016,San Miguel,Bgy,Region X (Northern Mindanao),Bukidnon,Baungon
1001302000,101302000,Damulog,Mun,Region X (Northern Mindanao),Bukidnon,
1001302001,101302001,Aludas,Bgy,Region X (Northern Mindanao),Bukidnon,Damulog
1001302002,101302002,Angga-an,Bgy,Region X (Northern Mindanao),Bukidnon,Damulog
1001302003,101302003,Tangkulan,Bgy,Region X (Northern Mindanao),Bukidnon,Damulog
1001302004,101302004,Kinapat,Bgy,Region X (Northern Mindanao),Bukidnon,Damulog
1001302005,101302005,Kiraon,Bgy,Region X (Northern Mindanao),Bukidnon,Damulog
1001302006,101302006,Kitingting,Bgy,Region X (Northern Mindanao),Bukidnon,Damulog
1001302007,101302007,Lagandang,Bgy,Region X (Northern Mindanao),Bukidnon,Damulog
1001302008,101302008,Macapari,Bgy,Region X (Northern Mindanao),Bukidnon,Damulog
1001302009,101302009,Maican,Bgy,Region X (Northern Mindanao),Bukidnon,Damulog
1001302010,101302010,Migcawayan,Bgy,Region X (Northern Mindanao),Bukidnon,Damulog
1001302011,101302011,New Compostela,Bgy,Region X (Northern Mindanao),Bukidnon,Damulog
1001302013,101302013,Old Damulog,Bgy,Region X (Northern Mindanao),Bukidnon,Damulog
1001302014,101302014,Omonay,Bgy,Region X (Northern Mindanao),Bukidnon,Damulog
1001302015,101302015,Poblacion,Bgy,Region X (Northern Mindanao),Bukidnon,Damulog
1001302016,101302016,Pocopoco,Bgy,Region X (Northern Mindanao),Bukidnon,Damulog
1001302017,101302017,Sampagar,Bgy,Region X (Northern Mindanao),Bukidnon,Damulog
1001302019,101302019,San Isidro,Bgy,Region X (Northern Mindanao),Bukidnon,Damulog
1001303000,101303000,Dangcagan,Mun,Region X (Northern Mindanao),Bukidnon,
1001303001,101303001,Barongcot,Bgy,Region X (Northern Mindanao),Bukidnon,Dangcagan
1001303002,101303002,Bugwak,Bgy,Region X (Northern Mindanao),Bukidnon,Dangcagan
1001303003,101303003,Dolorosa,Bgy,Region X (Northern Mindanao),Bukidnon,Dangcagan
1001303004,101303004,Kapalaran,Bgy,Region X (Northern Mindanao),Bukidnon,Dangcagan
1001303005,101303005,Kianggat,Bgy,Region X (Northern Mindanao),Bukidnon,Dangcagan
1001303006,101303006,Lourdes,Bgy,Region X (Northern Mindanao),Bukidnon,Dangcagan
1001303007,101303007,Macarthur,Bgy,Region X (Northern Mindanao),Bukidnon,Dangcagan
1001303008,101303008,Miaray,Bgy,Region X (Northern Mindanao),Bukidnon,Dangcagan
1001303009,101303009,Migcuya,Bgy,Region X (Northern Mindanao),Bukidnon,Dangcagan
1001303010,101303010,New Visayas,Bgy,Region X (Northern Mindanao),Bukidnon,Dangcagan
1001303011,101303011,Osmeña,Bgy,Region X (Northern Mindanao),Bukidnon,Dangcagan
1001303012,101303012,Poblacion,Bgy,Region X (Northern Mindanao),Bukidnon,Dangcagan
1001303013,101303013,Sagbayan,Bgy,Region X (Northern Mindanao),Bukidnon,Dangcagan
1001303014,101303014,San Vicente,Bgy,Region X (Northern Mindanao),Bukidnon,Dangcagan
1001304000,101304000,Don Carlos,Mun,Region X (Northern Mindanao),Bukidnon,
1001304001,101304001,Cabadiangan,Bgy,Region X (Northern Mindanao),Bukidnon,Don Carlos
1001304002,101304002,Bocboc,Bgy,Region X (Northern Mindanao),Bukidnon,Don Carlos
1001304003,101304003,Buyot,Bgy,Region X (Northern Mindanao),Bukidnon,Don Carlos
1001304004,101304004,Calaocalao,Bgy,Region X (Northern Mindanao),Bukidnon,Don Carlos
1001304005,101304005,Don Carlos Norte,Bgy,Region X (Northern Mindanao),Bukidnon,Don Carlos
1001304006,101304006,Embayao,Bgy,Region X (Northern Mindanao),Bukidnon,Don Carlos
1001304008,101304008,Kalubihon,Bgy,Region X (Northern Mindanao),Bukidnon,Don Carlos
1001304009,101304009,Kasigkot,Bgy,Region X (Northern Mindanao),Bukidnon,Don Carlos
1001304010,101304010,Kawilihan,Bgy,Region X (Northern Mindanao),Bukidnon,Don Carlos
1001304011,101304011,Kiara,Bgy,Region X (Northern Mindanao),Bukidnon,Don Carlos
1001304012,101304012,Kibatang,Bgy,Region X (Northern Mindanao),Bukidnon,Don Carlos
1001304013,101304013,Mahayahay,Bgy,Region X (Northern Mindanao),Bukidnon,Don Carlos
1001304014,101304014,Manlamonay,Bgy,Region X (Northern Mindanao),Bukidnon,Don Carlos
1001304015,101304015,Maraymaray,Bgy,Region X (Northern Mindanao),Bukidnon,Don Carlos
1001304016,101304016,Mauswagon,Bgy,Region X (Northern Mindanao),Bukidnon,Don Carlos
1001304017,101304017,Minsalagan,Bgy,Region X (Northern Mindanao),Bukidnon,Don Carlos
1001304018,101304018,New Nongnongan,Bgy,Region X (Northern Mindanao),Bukidnon,Don Carlos
1001304019,101304019,New Visayas,Bgy,Region X (Northern Mindanao),Bukidnon,Don Carlos
1001304020,101304020,Old Nongnongan,Bgy,Region X (Northern Mindanao),Bukidnon,Don Carlos
1001304021,101304021,Pinamaloy,Bgy,Region X (Northern Mindanao),Bukidnon,Don Carlos
1001304022,101304022,Don Carlos Sur,Bgy,Region X (Northern Mindanao),Bukidnon,Don Carlos
1001304023,101304023,Pualas,Bgy,Region X (Northern Mindanao),Bukidnon,Don Carlos
1001304024,101304024,San Antonio East,Bgy,Region X (Northern Mindanao),Bukidnon,Don Carlos
1001304025,101304025,San Antonio West,Bgy,Region X (Northern Mindanao),Bukidnon,Don Carlos
1001304026,101304026,San Francisco,Bgy,Region X (Northern Mindanao),Bukidnon,Don Carlos
1001304027,101304027,San Nicolas,Bgy,Region X (Northern Mindanao),Bukidnon,Don Carlos
1001304028,101304028,San Roque,Bgy,Region X (Northern Mindanao),Bukidnon,Don Carlos
1001304029,101304029,Sinangguyan,Bgy,Region X (Northern Mindanao),Bukidnon,Don Carlos
1001304030,101304030,Bismartz,Bgy,Region X (Northern Mindanao),Bukidnon,Don Carlos
1001305000,101305000,Impasug-ong,Mun,Region X (Northern Mindanao),Bukidnon,
1001305001,101305001,Bontongon,Bgy,Region X (Northern Mindanao),Bukidnon,Impasug-ong
1001305002,101305002,Bulonay,Bgy,Region X (Northern Mindanao),Bukidnon,Impasug-ong
1001305003,101305003,Capitan Bayong,Bgy,Region X (Northern Mindanao),Bukidnon,Impasug-ong
1001305004,101305004,Cawayan,Bgy,Region X (Northern Mindanao),Bukidnon,Impasug-ong
1001305005,101305005,Dumalaguing,Bgy,Region X (Northern Mindanao),Bukidnon,Impasug-ong
1001305006,101305006,Guihean,Bgy,Region X (Northern Mindanao),Bukidnon,Impasug-ong
1001305007,101305007,Hagpa,Bgy,Region X (Northern Mindanao),Bukidnon,Impasug-ong
1001305008,101305008,Impalutao,Bgy,Region X (Northern Mindanao),Bukidnon,Impasug-ong
1001305010,101305010,Kalabugao,Bgy,Region X (Northern Mindanao),Bukidnon,Impasug-ong
1001305011,101305011,Kibenton,Bgy,Region X (Northern Mindanao),Bukidnon,Impasug-ong
1001305012,101305012,La Fortuna,Bgy,Region X (Northern Mindanao),Bukidnon,Impasug-ong
1001305013,101305013,Poblacion,Bgy,Region X (Northern Mindanao),Bukidnon,Impasug-ong
1001305015,101305015,Sayawan,Bgy,Region X (Northern Mindanao),Bukidnon,Impasug-ong
1001306000,101306000,Kadingilan,Mun,Region X (Northern Mindanao),Bukidnon,
1001306001,101306001,Bagongbayan,Bgy,Region X (Northern Mindanao),Bukidnon,Kadingilan
1001306002,101306002,Bagor,Bgy,Region X (Northern Mindanao),Bukidnon,Kadingilan
1001306003,101306003,Balaoro,Bgy,Region X (Northern Mindanao),Bukidnon,Kadingilan
1001306004,101306004,Baroy,Bgy,Region X (Northern Mindanao),Bukidnon,Kadingilan
1001306005,101306005,Cabadiangan,Bgy,Region X (Northern Mindanao),Bukidnon,Kadingilan
1001306006,101306006,Husayan,Bgy,Region X (Northern Mindanao),Bukidnon,Kadingilan
1001306007,101306007,Kibalagon,Bgy,Region X (Northern Mindanao),Bukidnon,Kadingilan
1001306008,101306008,Mabuhay,Bgy,Region X (Northern Mindanao),Bukidnon,Kadingilan
1001306009,101306009,Malinao,Bgy,Region X (Northern Mindanao),Bukidnon,Kadingilan
1001306010,101306010,Matampay,Bgy,Region X (Northern Mindanao),Bukidnon,Kadingilan
1001306011,101306011,Sibonga,Bgy,Region X (Northern Mindanao),Bukidnon,Kadingilan
1001306012,101306012,Pay-as,Bgy,Region X (Northern Mindanao),Bukidnon,Kadingilan
1001306013,101306013,Pinamanguhan,Bgy,Region X (Northern Mindanao),Bukidnon,Kadingilan
1001306014,101306014,Poblacion,Bgy,Region X (Northern Mindanao),Bukidnon,Kadingilan
1001306015,101306015,Salvacion,Bgy,Region X (Northern Mindanao),Bukidnon,Kadingilan
1001306016,101306016,San Andres,Bgy,Region X (Northern Mindanao),Bukidnon,Kadingilan
1001306017,101306017,Kibogtok,Bgy,Region X (Northern Mindanao),Bukidnon,Kadingilan
1001307000,101307000,Kalilangan,Mun,Region X (Northern Mindanao),Bukidnon,
1001307001,101307001,Bangbang,Bgy,Region X (Northern Mindanao),Bukidnon,Kalilangan
1001307002,101307002,Baborawon,Bgy,Region X (Northern Mindanao),Bukidnon,Kalilangan
1001307003,101307003,Canituan,Bgy,Region X (Northern Mindanao),Bukidnon,Kalilangan
1001307004,101307004,Kibaning,Bgy,Region X (Northern Mindanao),Bukidnon,Kalilangan
1001307005,101307005,Kinura,Bgy,Region X (Northern Mindanao),Bukidnon,Kalilangan
1001307006,101307006,Lampanusan,Bgy,Region X (Northern Mindanao),Bukidnon,Kalilangan
1001307007,101307007,Maca-opao,Bgy,Region X (Northern Mindanao),Bukidnon,Kalilangan
1001307008,101307008,Malinao,Bgy,Region X (Northern Mindanao),Bukidnon,Kalilangan
1001307009,101307009,Pamotolon,Bgy,Region X (Northern Mindanao),Bukidnon,Kalilangan
1001307010,101307010,Poblacion,Bgy,Region X (Northern Mindanao),Bukidnon,Kalilangan
1001307012,101307012,Public,Bgy,Region X (Northern Mindanao),Bukidnon,Kalilangan
1001307013,101307013,Ninoy Aquino,Bgy,Region X (Northern Mindanao),Bukidnon,Kalilangan
1001307014,101307014,San Vicente Ferrer,Bgy,Region X (Northern Mindanao),Bukidnon,Kalilangan
1001307015,101307015,West Poblacion,Bgy,Region X (Northern Mindanao),Bukidnon,Kalilangan
1001308000,101308000,Kibawe,Mun,Region X (Northern Mindanao),Bukidnon,
1001308003,101308003,Balintawak,Bgy,Region X (Northern Mindanao),Bukidnon,Kibawe
1001308006,101308006,Cagawasan,Bgy,Region X (Northern Mindanao),Bukidnon,Kibawe
1001308007,101308007,East Kibawe,Bgy,Region X (Northern Mindanao),Bukidnon,Kibawe
1001308008,101308008,Gutapol,Bgy,Region X (Northern Mindanao),Bukidnon,Kibawe
1001308011,101308011,Pinamula,Bgy,Region X (Northern Mindanao),Bukidnon,Kibawe
1001308013,101308013,Kiorao,Bgy,Region X (Northern Mindanao),Bukidnon,Kibawe
1001308014,101308014,Kisawa,Bgy,Region X (Northern Mindanao),Bukidnon,Kibawe
1001308015,101308015,Labuagon,Bgy,Region X (Northern Mindanao),Bukidnon,Kibawe
1001308016,101308016,Magsaysay,Bgy,Region X (Northern Mindanao),Bukidnon,Kibawe
1001308018,101308018,Marapangi,Bgy,Region X (Northern Mindanao),Bukidnon,Kibawe
1001308019,101308019,Mascariñas,Bgy,Region X (Northern Mindanao),Bukidnon,Kibawe
1001308020,101308020,Natulongan,Bgy,Region X (Northern Mindanao),Bukidnon,Kibawe
1001308021,101308021,New Kidapawan,Bgy,Region X (Northern Mindanao),Bukidnon,Kibawe
1001308023,101308023,Old Kibawe,Bgy,Region X (Northern Mindanao),Bukidnon,Kibawe
1001308028,101308028,Romagooc,Bgy,Region X (Northern Mindanao),Bukidnon,Kibawe
1001308030,101308030,Sampaguita,Bgy,Region X (Northern Mindanao),Bukidnon,Kibawe
1001308031,101308031,Sanipon,Bgy,Region X (Northern Mindanao),Bukidnon,Kibawe
1001308032,101308032,Spring,Bgy,Region X (Northern Mindanao),Bukidnon,Kibawe
1001308033,101308033,Talahiron,Bgy,Region X (Northern Mindanao),Bukidnon,Kibawe
1001308034,101308034,Tumaras,Bgy,Region X (Northern Mindanao),Bukidnon,Kibawe
1001308035,101308035,West Kibawe,Bgy,Region X (Northern Mindanao),Bukidnon,Kibawe
1001308036,101308036,Bukang Liwayway,Bgy,Region X (Northern Mindanao),Bukidnon,Kibawe
1001308037,101308037,Palma,Bgy,Region X (Northern Mindanao),Bukidnon,Kibawe
1001309000,101309000,Kitaotao,Mun,Region X (Northern Mindanao),Bukidnon,
1001309001,101309001,Balangigay,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309002,101309002,Balukbukan,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309003,101309003,Bershiba,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309004,101309004,Bobong,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309005,101309005,Bolocaon,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309006,101309006,Cabalantian,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309007,101309007,Calapaton,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309009,101309009,Sinaysayan,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309010,101309010,Kahusayan,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309011,101309011,Kalumihan,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309012,101309012,Kauyonan,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309013,101309013,Kimolong,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309014,101309014,Kitaihon,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309015,101309015,Kitobo,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309019,101309019,Magsaysay,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309020,101309020,Malobalo,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309021,101309021,Metebagao,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309022,101309022,Sagundanon,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309023,101309023,Pagan,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309025,101309025,Panganan,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309026,101309026,Poblacion,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309028,101309028,San Isidro,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309029,101309029,San Lorenzo,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309030,101309030,Santo Rosario,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309031,101309031,Sinuda,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309032,101309032,Tandong,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309033,101309033,Tawas,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309034,101309034,White Kulaman,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309035,101309035,Napalico,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309037,101309037,Digongan,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309038,101309038,Kiulom,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309039,101309039,Binoongan,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309040,101309040,Kipilas,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309041,101309041,East Dalurong,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001309042,101309042,West Dalurong,Bgy,Region X (Northern Mindanao),Bukidnon,Kitaotao
1001310000,101310000,Lantapan,Mun,Region X (Northern Mindanao),Bukidnon,
1001310001,101310001,Alanib,Bgy,Region X (Northern Mindanao),Bukidnon,Lantapan
1001310002,101310002,Baclayon,Bgy,Region X (Northern Mindanao),Bukidnon,Lantapan
1001310003,101310003,Balila,Bgy,Region X (Northern Mindanao),Bukidnon,Lantapan
1001310004,101310004,Bantuanon,Bgy,Region X (Northern Mindanao),Bukidnon,Lantapan
1001310005,101310005,Basak,Bgy,Region X (Northern Mindanao),Bukidnon,Lantapan
1001310006,101310006,Bugcaon,Bgy,Region X (Northern Mindanao),Bukidnon,Lantapan
1001310007,101310007,Ka-atoan,Bgy,Region X (Northern Mindanao),Bukidnon,Lantapan
1001310008,101310008,Capitan Juan,Bgy,Region X (Northern Mindanao),Bukidnon,Lantapan
1001310009,101310009,Cawayan,Bgy,Region X (Northern Mindanao),Bukidnon,Lantapan
1001310010,101310010,Kulasihan,Bgy,Region X (Northern Mindanao),Bukidnon,Lantapan
1001310011,101310011,Kibangay,Bgy,Region X (Northern Mindanao),Bukidnon,Lantapan
1001310012,101310012,Poblacion,Bgy,Region X (Northern Mindanao),Bukidnon,Lantapan
1001310013,101310013,Songco,Bgy,Region X (Northern Mindanao),Bukidnon,Lantapan
1001310014,101310014,Victory,Bgy,Region X (Northern Mindanao),Bukidnon,Lantapan
1001311000,101311000,Libona,Mun,Region X (Northern Mindanao),Bukidnon,
1001311001,101311001,Capihan,Bgy,Region X (Northern Mindanao),Bukidnon,Libona
1001311002,101311002,Crossing,Bgy,Region X (Northern Mindanao),Bukidnon,Libona
1001311003,101311003,Gango,Bgy,Region X (Northern Mindanao),Bukidnon,Libona
1001311004,101311004,Kiliog,Bgy,Region X (Northern Mindanao),Bukidnon,Libona
1001311005,101311005,Kinawe,Bgy,Region X (Northern Mindanao),Bukidnon,Libona
1001311006,101311006,Laturan,Bgy,Region X (Northern Mindanao),Bukidnon,Libona
1001311007,101311007,Maambong,Bgy,Region X (Northern Mindanao),Bukidnon,Libona
1001311008,101311008,Nangka,Bgy,Region X (Northern Mindanao),Bukidnon,Libona
1001311009,101311009,Palabucan,Bgy,Region X (Northern Mindanao),Bukidnon,Libona
1001311010,101311010,Poblacion,Bgy,Region X (Northern Mindanao),Bukidnon,Libona
1001311011,101311011,Pongol,Bgy,Region X (Northern Mindanao),Bukidnon,Libona
1001311012,101311012,San Jose,Bgy,Region X (Northern Mindanao),Bukidnon,Libona
1001311013,101311013,Santa Fe,Bgy,Region X (Northern Mindanao),Bukidnon,Libona
1001311014,101311014,Sil-ipon,Bgy,Region X (Northern Mindanao),Bukidnon,Libona
1001312000,101312000,City of Malaybalay,City,Region X (Northern Mindanao),Bukidnon,
1001312001,101312001,Aglayan,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312002,101312002,Bangcud,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312003,101312003,Busdi,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312004,101312004,Cabangahan,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312007,101312007,Caburacanan,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312009,101312009,Canayan,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312010,101312010,Capitan Angel,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312012,101312012,Casisang,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312014,101312014,Dalwangan,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312017,101312017,Imbayao,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312018,101312018,Indalaza,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312019,101312019,Kalasungay,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312021,101312021,Kabalabag,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312022,101312022,Kulaman,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312023,101312023,Laguitas,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312025,101312025,Patpat,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312026,101312026,Linabo,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312027,101312027,Apo Macote,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312028,101312028,Miglamin,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312029,101312029,Magsaysay,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312030,101312030,Maligaya,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312031,101312031,Managok,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312032,101312032,Manalog,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312034,101312034,Mapayag,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312035,101312035,Mapulo,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312038,101312038,Barangay 1,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312045,101312045,Barangay 2,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312046,101312046,Barangay 3,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312047,101312047,Barangay 4,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312048,101312048,Barangay 5,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312049,101312049,Barangay 6,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312050,101312050,Barangay 7,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312051,101312051,Barangay 8,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312052,101312052,Barangay 9,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312053,101312053,Barangay 10,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312054,101312054,Barangay 11,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312058,101312058,Saint Peter,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312059,101312059,San Jose,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312060,101312060,San Martin,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312061,101312061,Santo Niño,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312062,101312062,Silae,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312063,101312063,Simaya,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312064,101312064,Sinanglanan,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312065,101312065,Sumpong,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312066,101312066,Violeta,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001312067,101312067,Zamboanguita,Bgy,Region X (Northern Mindanao),Bukidnon,City of Malaybalay 
1001313000,101313000,Malitbog,Mun,Region X (Northern Mindanao),Bukidnon,
1001313001,101313001,Kalingking,Bgy,Region X (Northern Mindanao),Bukidnon,Malitbog
1001313002,101313002,Kiabo,Bgy,Region X (Northern Mindanao),Bukidnon,Malitbog
1001313003,101313003,Mindagat,Bgy,Region X (Northern Mindanao),Bukidnon,Malitbog
1001313004,101313004,Omagling,Bgy,Region X (Northern Mindanao),Bukidnon,Malitbog
1001313005,101313005,Patpat,Bgy,Region X (Northern Mindanao),Bukidnon,Malitbog
1001313006,101313006,Poblacion,Bgy,Region X (Northern Mindanao),Bukidnon,Malitbog
1001313007,101313007,Sampiano,Bgy,Region X (Northern Mindanao),Bukidnon,Malitbog
1001313008,101313008,San Luis,Bgy,Region X (Northern Mindanao),Bukidnon,Malitbog
1001313009,101313009,Santa Ines,Bgy,Region X (Northern Mindanao),Bukidnon,Malitbog
1001313010,101313010,Silo-o,Bgy,Region X (Northern Mindanao),Bukidnon,Malitbog
1001313011,101313011,Sumalsag,Bgy,Region X (Northern Mindanao),Bukidnon,Malitbog
1001314000,101314000,Manolo Fortich,Mun,Region X (Northern Mindanao),Bukidnon,
1001314001,101314001,Agusan Canyon,Bgy,Region X (Northern Mindanao),Bukidnon,Manolo Fortich
1001314002,101314002,Alae,Bgy,Region X (Northern Mindanao),Bukidnon,Manolo Fortich
1001314003,101314003,Dahilayan,Bgy,Region X (Northern Mindanao),Bukidnon,Manolo Fortich
1001314004,101314004,Dalirig,Bgy,Region X (Northern Mindanao),Bukidnon,Manolo Fortich
1001314005,101314005,Damilag,Bgy,Region X (Northern Mindanao),Bukidnon,Manolo Fortich
1001314006,101314006,Diclum,Bgy,Region X (Northern Mindanao),Bukidnon,Manolo Fortich
1001314007,101314007,Guilang-guilang,Bgy,Region X (Northern Mindanao),Bukidnon,Manolo Fortich
1001314008,101314008,Kalugmanan,Bgy,Region X (Northern Mindanao),Bukidnon,Manolo Fortich
1001314009,101314009,Lindaban,Bgy,Region X (Northern Mindanao),Bukidnon,Manolo Fortich
1001314010,101314010,Lingion,Bgy,Region X (Northern Mindanao),Bukidnon,Manolo Fortich
1001314011,101314011,Lunocan,Bgy,Region X (Northern Mindanao),Bukidnon,Manolo Fortich
1001314012,101314012,Maluko,Bgy,Region X (Northern Mindanao),Bukidnon,Manolo Fortich
1001314013,101314013,Mambatangan,Bgy,Region X (Northern Mindanao),Bukidnon,Manolo Fortich
1001314014,101314014,Mampayag,Bgy,Region X (Northern Mindanao),Bukidnon,Manolo Fortich
1001314015,101314015,Minsuro,Bgy,Region X (Northern Mindanao),Bukidnon,Manolo Fortich
1001314016,101314016,Mantibugao,Bgy,Region X (Northern Mindanao),Bukidnon,Manolo Fortich
1001314017,101314017,Tankulan,Bgy,Region X (Northern Mindanao),Bukidnon,Manolo Fortich
1001314018,101314018,San Miguel,Bgy,Region X (Northern Mindanao),Bukidnon,Manolo Fortich
1001314019,101314019,Sankanan,Bgy,Region X (Northern Mindanao),Bukidnon,Manolo Fortich
1001314020,101314020,Santiago,Bgy,Region X (Northern Mindanao),Bukidnon,Manolo Fortich
