psgc_code,correspondence_code,name,level,region,province,city_municipality
0100000000,010000000,Region I (Ilocos Region),Reg,,,
0102800000,012800000,Ilocos Norte,Prov,Region I (Ilocos Region),,
0102801000,012801000,Adams,Mun,Region I (Ilocos Region),Ilocos Norte,
0102801001,012801001,Adams,Bgy,Region I (Ilocos Region),Ilocos Norte,Adams
0102802000,012802000,Bacarra,Mun,Region I (Ilocos Region),Ilocos Norte,
0102802001,012802001,Bani,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802002,012802002,Buyon,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802003,012802003,Cabaruan,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802004,012802004,Cabulalaan,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802005,012802005,Cabusligan,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802006,012802006,Cadaratan,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802007,012802007,Calioet-Libong,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802008,012802008,Casilian,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802009,012802009,Corocor,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802011,012802011,Duripes,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802012,012802012,Ganagan,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802013,012802013,Libtong,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802014,012802014,Macupit,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802015,012802015,Nambaran,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802016,012802016,Natba,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802017,012802017,Paninaan,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802018,012802018,Pasiocan,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802019,012802019,Pasngal,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802020,012802020,Pipias,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802021,012802021,Pulangi,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802022,012802022,Pungto,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802024,012802024,San Agustin I,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802025,012802025,San Agustin II,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802027,012802027,San Andres I,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802028,012802028,San Andres II,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802030,012802030,San Gabriel I,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802031,012802031,San Gabriel II,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802033,012802033,San Pedro I,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802034,012802034,San Pedro II,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802036,012802036,San Roque I,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802037,012802037,San Roque II,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802039,012802039,San Simon I,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802040,012802040,San Simon II,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802041,012802041,San Vicente,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802042,012802042,Sangil,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802044,012802044,Santa Filomena I,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802045,012802045,Santa Filomena II,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802046,012802046,Santa Rita,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802047,012802047,Santo Cristo I,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802048,012802048,Santo Cristo II,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802050,012802050,Tambidao,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802051,012802051,Teppang,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102802052,012802052,Tubburan,Bgy,Region I (Ilocos Region),Ilocos Norte,Bacarra
0102803000,012803000,Badoc,Mun,Region I (Ilocos Region),Ilocos Norte,
0102803001,012803001,Alay-Nangbabaan,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803002,012803002,Alogoog,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803003,012803003,Ar-arusip,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803004,012803004,Aring,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803005,012803005,Balbaldez,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803006,012803006,Bato,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803007,012803007,Camanga,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803008,012803008,Canaan,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803009,012803009,Caraitan,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803011,012803011,Gabut Norte,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803012,012803012,Gabut Sur,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803013,012803013,Garreta,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803016,012803016,Labut,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803017,012803017,Lacuben,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803018,012803018,Lubigan,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803020,012803020,Mabusag Norte,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803021,012803021,Mabusag Sur,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803022,012803022,Madupayas,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803023,012803023,Morong,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803025,012803025,Nagrebcan,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803026,012803026,Napu,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803027,012803027,La Virgen Milagrosa,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803028,012803028,Pagsanahan Norte,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803029,012803029,Pagsanahan Sur,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803030,012803030,Paltit,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803031,012803031,Parang,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803032,012803032,Pasuc,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803034,012803034,Santa Cruz Norte,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803035,012803035,Santa Cruz Sur,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803036,012803036,Saud,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102803037,012803037,Turod,Bgy,Region I (Ilocos Region),Ilocos Norte,Badoc
0102804000,012804000,Bangui,Mun,Region I (Ilocos Region),Ilocos Norte,
0102804001,012804001,Abaca,Bgy,Region I (Ilocos Region),Ilocos Norte,Bangui
0102804002,012804002,Bacsil,Bgy,Region I (Ilocos Region),Ilocos Norte,Bangui
0102804003,012804003,Banban,Bgy,Region I (Ilocos Region),Ilocos Norte,Bangui
0102804004,012804004,Baruyen,Bgy,Region I (Ilocos Region),Ilocos Norte,Bangui
0102804005,012804005,Dadaor,Bgy,Region I (Ilocos Region),Ilocos Norte,Bangui
0102804006,012804006,Lanao,Bgy,Region I (Ilocos Region),Ilocos Norte,Bangui
0102804007,012804007,Malasin,Bgy,Region I (Ilocos Region),Ilocos Norte,Bangui
0102804008,012804008,Manayon,Bgy,Region I (Ilocos Region),Ilocos Norte,Bangui
0102804009,012804009,Masikil,Bgy,Region I (Ilocos Region),Ilocos Norte,Bangui
0102804010,012804010,Nagbalagan,Bgy,Region I (Ilocos Region),Ilocos Norte,Bangui
0102804011,012804011,Payac,Bgy,Region I (Ilocos Region),Ilocos Norte,Bangui
0102804012,012804012,San Lorenzo,Bgy,Region I (Ilocos Region),Ilocos Norte,Bangui
0102804014,012804014,Taguiporo,Bgy,Region I (Ilocos Region),Ilocos Norte,Bangui
0102804015,012804015,Utol,Bgy,Region I (Ilocos Region),Ilocos Norte,Bangui
0102805000,012805000,City of Batac,City,Region I (Ilocos Region),Ilocos Norte,
0102805001,012805001,Aglipay,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805002,012805002,Baay,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805003,012805003,Baligat,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805004,012805004,Bungon,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805005,012805005,Baoa East,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805006,012805006,Baoa West,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805007,012805007,Barani,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805009,012805009,Ben-agan,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805010,012805010,Bil-loca,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805011,012805011,Biningan,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805012,012805012,Callaguip,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805013,012805013,Camandingan,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805014,012805014,Camguidan,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805015,012805015,Cangrunaan,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805016,012805016,Capacuan,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805017,012805017,Caunayan,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805018,012805018,Valdez Pob.,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805019,012805019,Colo,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805020,012805020,Pimentel,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805021,012805021,Dariwdiw,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805022,012805022,Acosta Pob.,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805023,012805023,Ablan Pob.,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805024,012805024,Lacub,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805025,012805025,Mabaleng,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805026,012805026,Magnuang,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805027,012805027,Maipalig,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805028,012805028,Nagbacalan,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805029,012805029,Naguirangan,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805030,012805030,Ricarte Pob.,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805031,012805031,Palongpong,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805032,012805032,Palpalicong,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805033,012805033,Parangopong,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805034,012805034,Payao,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805035,012805035,Quiling Norte,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805036,012805036,Quiling Sur,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805037,012805037,Quiom,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805038,012805038,Rayuray,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805039,012805039,San Julian,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805040,012805040,San Mateo,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805041,012805041,San Pedro,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805042,012805042,Suabit,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805043,012805043,Sumader,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102805044,012805044,Tabug,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Batac
0102806000,012806000,Burgos,Mun,Region I (Ilocos Region),Ilocos Norte,
0102806001,012806001,Ablan Sarat,Bgy,Region I (Ilocos Region),Ilocos Norte,Burgos
0102806002,012806002,Agaga,Bgy,Region I (Ilocos Region),Ilocos Norte,Burgos
0102806005,012806005,Bayog,Bgy,Region I (Ilocos Region),Ilocos Norte,Burgos
0102806006,012806006,Bobon,Bgy,Region I (Ilocos Region),Ilocos Norte,Burgos
0102806007,012806007,Buduan,Bgy,Region I (Ilocos Region),Ilocos Norte,Burgos
0102806008,012806008,Nagsurot,Bgy,Region I (Ilocos Region),Ilocos Norte,Burgos
0102806009,012806009,Paayas,Bgy,Region I (Ilocos Region),Ilocos Norte,Burgos
0102806010,012806010,Pagali,Bgy,Region I (Ilocos Region),Ilocos Norte,Burgos
0102806011,012806011,Poblacion,Bgy,Region I (Ilocos Region),Ilocos Norte,Burgos
0102806013,012806013,Saoit,Bgy,Region I (Ilocos Region),Ilocos Norte,Burgos
0102806014,012806014,Tanap,Bgy,Region I (Ilocos Region),Ilocos Norte,Burgos
0102807000,012807000,Carasi,Mun,Region I (Ilocos Region),Ilocos Norte,
0102807001,012807001,Angset,Bgy,Region I (Ilocos Region),Ilocos Norte,Carasi
0102807003,012807003,Barbaqueso,Bgy,Region I (Ilocos Region),Ilocos Norte,Carasi
0102807004,012807004,Virbira,Bgy,Region I (Ilocos Region),Ilocos Norte,Carasi
0102808000,012808000,Currimao,Mun,Region I (Ilocos Region),Ilocos Norte,
0102808001,012808001,Anggapang Norte,Bgy,Region I (Ilocos Region),Ilocos Norte,Currimao
0102808002,012808002,Anggapang Sur,Bgy,Region I (Ilocos Region),Ilocos Norte,Currimao
0102808003,012808003,Bimmanga,Bgy,Region I (Ilocos Region),Ilocos Norte,Currimao
0102808004,012808004,Cabuusan,Bgy,Region I (Ilocos Region),Ilocos Norte,Currimao
0102808005,012808005,Comcomloong,Bgy,Region I (Ilocos Region),Ilocos Norte,Currimao
0102808006,012808006,Gaang,Bgy,Region I (Ilocos Region),Ilocos Norte,Currimao
0102808007,012808007,Lang-ayan-Baramban,Bgy,Region I (Ilocos Region),Ilocos Norte,Currimao
0102808008,012808008,Lioes,Bgy,Region I (Ilocos Region),Ilocos Norte,Currimao
0102808009,012808009,Maglaoi Centro,Bgy,Region I (Ilocos Region),Ilocos Norte,Currimao
0102808010,012808010,Maglaoi Norte,Bgy,Region I (Ilocos Region),Ilocos Norte,Currimao
0102808011,012808011,Maglaoi Sur,Bgy,Region I (Ilocos Region),Ilocos Norte,Currimao
0102808013,012808013,Paguludan-Salindeg,Bgy,Region I (Ilocos Region),Ilocos Norte,Currimao
0102808014,012808014,Pangil,Bgy,Region I (Ilocos Region),Ilocos Norte,Currimao
0102808015,012808015,Pias Norte,Bgy,Region I (Ilocos Region),Ilocos Norte,Currimao
0102808016,012808016,Pias Sur,Bgy,Region I (Ilocos Region),Ilocos Norte,Currimao
0102808017,012808017,Poblacion I,Bgy,Region I (Ilocos Region),Ilocos Norte,Currimao
0102808018,012808018,Poblacion II,Bgy,Region I (Ilocos Region),Ilocos Norte,Currimao
0102808019,012808019,Salugan,Bgy,Region I (Ilocos Region),Ilocos Norte,Currimao
0102808020,012808020,San Simeon,Bgy,Region I (Ilocos Region),Ilocos Norte,Currimao
0102808021,012808021,Santa Cruz,Bgy,Region I (Ilocos Region),Ilocos Norte,Currimao
0102808022,012808022,Tapao-Tigue,Bgy,Region I (Ilocos Region),Ilocos Norte,Currimao
0102808023,012808023,Torre,Bgy,Region I (Ilocos Region),Ilocos Norte,Currimao
0102808024,012808024,Victoria,Bgy,Region I (Ilocos Region),Ilocos Norte,Currimao
0102809000,012809000,Dingras,Mun,Region I (Ilocos Region),Ilocos Norte,
0102809001,012809001,Albano,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809002,012809002,Bacsil,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809003,012809003,Bagut,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809004,012809004,Parado,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809005,012809005,Baresbes,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809006,012809006,Barong,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809007,012809007,Bungcag,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809009,012809009,Cali,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809010,012809010,Capasan,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809011,012809011,Dancel,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809012,012809012,Foz,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809013,012809013,Guerrero,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809014,012809014,Lanas,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809015,012809015,Lumbad,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809016,012809016,Madamba,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809017,012809017,Mandaloque,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809018,012809018,Medina,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809019,012809019,Ver,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809020,012809020,San Marcelino,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809021,012809021,Puruganan,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809022,012809022,Peralta,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809023,012809023,Root,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809024,012809024,Sagpatan,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809025,012809025,Saludares,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809026,012809026,San Esteban,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809027,012809027,Espiritu,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809028,012809028,Sulquiano,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809029,012809029,San Francisco,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809030,012809030,Suyo,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809031,012809031,San Marcos,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102809032,012809032,Elizabeth,Bgy,Region I (Ilocos Region),Ilocos Norte,Dingras
0102810000,012810000,Dumalneg,Mun,Region I (Ilocos Region),Ilocos Norte,
0102810001,012810001,Cabaritan,Bgy,Region I (Ilocos Region),Ilocos Norte,Dumalneg
0102810002,012810002,San Isidro,Bgy,Region I (Ilocos Region),Ilocos Norte,Dumalneg
0102810003,012810003,Kalaw,Bgy,Region I (Ilocos Region),Ilocos Norte,Dumalneg
0102810004,012810004,Quibel,Bgy,Region I (Ilocos Region),Ilocos Norte,Dumalneg
0102811000,012811000,Banna,Mun,Region I (Ilocos Region),Ilocos Norte,
0102811001,012811001,Balioeg,Bgy,Region I (Ilocos Region),Ilocos Norte,Banna
0102811002,012811002,Bangsar,Bgy,Region I (Ilocos Region),Ilocos Norte,Banna
0102811003,012811003,Barbarangay,Bgy,Region I (Ilocos Region),Ilocos Norte,Banna
0102811004,012811004,Bomitog,Bgy,Region I (Ilocos Region),Ilocos Norte,Banna
0102811005,012811005,Bugasi,Bgy,Region I (Ilocos Region),Ilocos Norte,Banna
0102811006,012811006,Caestebanan,Bgy,Region I (Ilocos Region),Ilocos Norte,Banna
0102811008,012811008,Caribquib,Bgy,Region I (Ilocos Region),Ilocos Norte,Banna
0102811009,012811009,Catagtaguen,Bgy,Region I (Ilocos Region),Ilocos Norte,Banna
0102811011,012811011,Crispina,Bgy,Region I (Ilocos Region),Ilocos Norte,Banna
0102811012,012811012,Hilario,Bgy,Region I (Ilocos Region),Ilocos Norte,Banna
0102811013,012811013,Imelda,Bgy,Region I (Ilocos Region),Ilocos Norte,Banna
0102811014,012811014,Lorenzo,Bgy,Region I (Ilocos Region),Ilocos Norte,Banna
0102811015,012811015,Macayepyep,Bgy,Region I (Ilocos Region),Ilocos Norte,Banna
0102811016,012811016,Marcos,Bgy,Region I (Ilocos Region),Ilocos Norte,Banna
0102811017,012811017,Nagpatayan,Bgy,Region I (Ilocos Region),Ilocos Norte,Banna
0102811018,012811018,Valdez,Bgy,Region I (Ilocos Region),Ilocos Norte,Banna
0102811019,012811019,Sinamar,Bgy,Region I (Ilocos Region),Ilocos Norte,Banna
0102811020,012811020,Tabtabagan,Bgy,Region I (Ilocos Region),Ilocos Norte,Banna
0102811021,012811021,Valenciano,Bgy,Region I (Ilocos Region),Ilocos Norte,Banna
0102811022,012811022,Binacag,Bgy,Region I (Ilocos Region),Ilocos Norte,Banna
0102812000,012812000,City of Laoag,City,Region I (Ilocos Region),Ilocos Norte,
0102812001,012812001,"Bgy. No. 42, Apaya",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812002,012812002,"Bgy. No. 36, Araniw",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812003,012812003,"Bgy. No. 56-A, Bacsil North",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812004,012812004,"Bgy. No. 56-B, Bacsil South",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812005,012812005,"Bgy. No. 41, Balacad",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812006,012812006,"Bgy. No. 40, Balatong",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812007,012812007,"Bgy. No. 55-A, Barit-Pandan",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812008,012812008,"Bgy. No. 47, Bengcag",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812009,012812009,"Bgy. No. 50, Buttong",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812010,012812010,"Bgy. No. 60-A, Caaoacan",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812011,012812011,"Bry. No. 48-A, Cabungaan North",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812012,012812012,"Bgy. No. 48-B, Cabungaan South",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812013,012812013,"Bgy. No. 37, Calayab",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812014,012812014,"Bgy. No. 54-B, Camangaan",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812015,012812015,"Bgy. No. 58, Casili",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812016,012812016,"Bgy. No. 61, Cataban",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812017,012812017,"Bgy. No. 43, Cavit",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812019,012812019,"Bgy. No. 49-A, Darayday",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812020,012812020,"Bgy. No. 59-B, Dibua North",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812021,012812021,"Bgy. No. 59-A, Dibua South",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812022,012812022,"Bgy. No. 34-B, Gabu Norte East",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812023,012812023,"Bgy. No. 34-A, Gabu Norte West",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812024,012812024,"Bgy. No. 35, Gabu Sur",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812026,012812026,Bgy. No. 32-C La Paz East,Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812027,012812027,"Bgy. No. 33-B, La Paz Proper",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812028,012812028,"Bgy. No. 32-B, La Paz West",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812029,012812029,"Bgy. No. 54-A, Lagui-Sail",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812030,012812030,"Bgy. No. 32-A, La Paz East",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812031,012812031,"Bgy. No. 33-A, La Paz Proper",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812032,012812032,"Bgy. No. 52-B, Lataag",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812033,012812033,"Bgy. No. 60-B, Madiladig",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812034,012812034,"Bgy. No. 38-A, Mangato East",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812035,012812035,"Bgy. No. 38-B, Mangato West",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812036,012812036,"Bgy. No. 62-A, Navotas North",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812037,012812037,"Bgy. No. 62-B, Navotas South",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812038,012812038,"Bgy. No. 46, Nalbo",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812039,012812039,"Bgy. No. 51-A, Nangalisan East",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812040,012812040,"Bgy. No. 51-B, Nangalisan West",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812041,012812041,"Bgy. No. 24, Nstra. Sra. De Consolacion",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812042,012812042,"Bgy. No. 7-A, Nstra. Sra. De Natividad",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812043,012812043,"Bgy. No. 7-B, Nstra. Sra. De Natividad",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812044,012812044,"Bgy. No. 27, Nstra. Sra. De Soledad",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812045,012812045,"Bgy. No. 13, Nstra. Sra. De Visitacion",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812046,012812046,"Bgy. No. 3, Nstra. Sra. Del Rosario",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812047,012812047,"Bgy. No. 57, Pila",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812048,012812048,"Bgy. No. 49-B, Raraburan",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
0102812049,012812049,"Bgy. No. 53, Rioeng",Bgy,Region I (Ilocos Region),Ilocos Norte,City of Laoag 
